ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	RPKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAR014C	2130	86	85	0.0116279069767442	1	40.3755868544601	428.961655416898	85	84	0.0117647058823529	1	39.906103286385	423.97372919112
YAR015W	921	121	120	0.00826446280991736	1	131.378935939197	1395.80697738299	118	117	0.00847457627118644	1	128.121606948969	1361.20019281978
YAR018C	1308	33	33	0	0	25.2293577981651	268.043833646733	33	33	0	0	25.2293577981651	268.043833646733
YAR019C	2925	26	26	0	0	8.88888888888889	94.4380698747279	26	26	0	0	8.88888888888889	94.4380698747279
YAR019W-A	333	2	2	0	0	6.00600600600601	63.8095066721134	2	2	0	0	6.00600600600601	63.8095066721134
YAR020C	168	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR023C	540	2	2	0	0	3.7037037037037	39.3491957811366	2	2	0	0	3.7037037037037	39.3491957811366
tL(CAA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
tS(AGA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR027W	708	52	51	0.0192307692307692	1	73.4463276836158	780.314560405591	52	51	0.0192307692307692	1	73.4463276836158	780.314560405591
YAR028W	705	17	17	0	0	24.113475177305	256.188381043145	17	17	0	0	24.113475177305	256.188381043145
YAR029W	225	2	2	0	0	8.88888888888889	94.4380698747279	2	2	0	0	8.88888888888889	94.4380698747279
YAR030C	342	1	1	0	0	2.92397660818713	31.0651545640552	1	1	0	0	2.92397660818713	31.0651545640552
YAR031W	897	24	24	0	0	26.7558528428094	284.261748786806	18	18	0	0	20.066889632107	213.196311590105
YAR033W	705	7	7	0	0	9.9290780141844	105.489333370707	6	6	0	0	8.51063829787234	90.4194286034629
YAR035W	2064	12	12	0	0	5.81395348837209	61.7690864006214	12	12	0	0	5.81395348837209	61.7690864006214
YAR035C-A	81	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR042W	3567	140	140	0	0	39.2486683487525	416.988954451069	138	138	0	0	38.6879730866274	411.031969387483
YAR047C	321	1	1	0	0	3.11526479750779	33.0974543953486	1	1	0	0	3.11526479750779	33.0974543953486
YAR050W	4614	15	15	0	0	3.25097529258778	34.5392810822721	14	14	0	0	3.03424360641526	32.2366623434539
YAR053W	297	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR060C	336	2	2	0	0	5.95238095238095	63.2397789339696	2	2	0	0	5.95238095238095	63.2397789339696
YAR061W	204	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR062W	597	2	2	0	0	3.3500837520938	35.5922373899728	1	1	0	0	1.6750418760469	17.7961186949864
YAR064W	300	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR066W	612	9	9	0	0	14.7058823529412	156.239453836866	9	9	0	0	14.7058823529412	156.239453836866
YAR068W	486	11	11	0	0	22.6337448559671	240.46730755139	11	11	0	0	22.6337448559671	240.46730755139
YAR069C	294	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR070C	300	0	0	NA	0	0	0	0	0	NA	0	0	0
Gfp_transgene_gene	729	0	0	NA	0	0	0	0	0	NA	0	0	0
