ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	RPKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAR019C	2925	21	21	0	0	7.17948717948718	151.280862646702	21	21	0	0	7.17948717948718	151.280862646702
YAR019W-A	333	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR020C	168	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR023C	540	3	3	0	0	5.55555555555556	117.062572286138	3	3	0	0	5.55555555555556	117.062572286138
tL(CAA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
tS(AGA)A	82	1	1	0	0	12.1951219512195	256.966622091523	1	1	0	0	12.1951219512195	256.966622091523
YAR027W	708	34	34	0	0	48.0225988700565	1011.89681128696	34	34	0	0	48.0225988700565	1011.89681128696
YAR028W	705	24	24	0	0	34.0425531914894	717.319591881018	24	24	0	0	34.0425531914894	717.319591881018
YAR029W	225	3	3	0	0	13.3333333333333	280.950173486732	3	3	0	0	13.3333333333333	280.950173486732
YAR030C	342	2	2	0	0	5.84795321637427	123.223760301198	2	2	0	0	5.84795321637427	123.223760301198
YAR031W	897	20	20	0	0	22.2965440356745	469.816343623298	20	20	0	0	22.2965440356745	469.816343623298
YAR033W	705	3	3	0	0	4.25531914893617	89.6649489851273	3	3	0	0	4.25531914893617	89.6649489851273
YAR035W	2064	3	3	0	0	1.45348837209302	30.6268357725362	3	3	0	0	1.45348837209302	30.6268357725362
YAR035C-A	81	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR042W	3567	111	111	0	0	31.1185870479394	655.707932233542	111	111	0	0	31.1185870479394	655.707932233542
YAR047C	321	1	1	0	0	3.11526479750779	65.6425638987692	1	1	0	0	3.11526479750779	65.6425638987692
YAR050W	4614	8	8	0	0	1.73385348938015	36.5344828981446	5	5	0	0	1.08365843086259	22.8340518113404
YAR053W	297	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR060C	336	4	4	0	0	11.9047619047619	250.848369184582	4	4	0	0	11.9047619047619	250.848369184582
YAR061W	204	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR062W	597	2	2	0	0	3.3500837520938	70.5904958509377	1	1	0	0	1.6750418760469	35.2952479254689
YAR064W	300	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR066W	612	9	9	0	0	14.7058823529412	309.871514875072	9	9	0	0	14.7058823529412	309.871514875072
YAR068W	486	10	10	0	0	20.5761316872428	433.565082541253	8	8	0	0	16.4609053497942	346.852066033003
YAR069C	294	3	3	0	0	10.2040816326531	215.012887872499	0	0	NA	0	0	0
YAR070C	300	0	0	NA	0	0	0	0	0	NA	0	0	0
Gfp_transgene_gene	729	0	0	NA	0	0	0	0	0	NA	0	0	0
